studiengang,hochschule,modul_id,modulname,satz_nr,satz,typ,taxonomie,qualitaet,konfidenz
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1360,Grundlagen der Informatik,3,Die Studierenden kennen Grundprinzipien der Programmierung und des Softwareentwurfs.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1360,Grundlagen der Informatik,4,Die Studierenden beherrschen grundlegende Programmiertechniken und haben Basiswissen über Datenstrukturen und Algorithmen.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1360,Grundlagen der Informatik,5,Die Studierenden können elementare Algorithmen erklären und für einfache Probleme selbst entwickeln.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1360,Grundlagen der Informatik,6,Die Studierenden verfügen über ein fundiertes Grundwissen über die Konzepte einer höheren Programmiersprache.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1360,Grundlagen der Informatik,7,"Die Studierenden können Programmcode analysieren, Fehler identifizieren und korrigieren.",,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1360,Grundlagen der Informatik,8,Die Studierenden können Programme in einer höheren Programmiersprache selbstständig entwerfen und implementieren.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1360,Grundlagen der Informatik,9,Die Studierenden können einfache Programmieraufgaben mithilfe der Programmiersprache lösen.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1359,Fundamentals of Computer Science,1,Die Studierenden kennen die Grundlagen der Informationsrepräsentation und Informationsverarbeitung.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1359,Fundamentals of Computer Science,2,Die Studierenden kennen wichtige Rechnerkomponenten und deren Funktionsprinzipien.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1359,Fundamentals of Computer Science,3,Die Studierenden kennen Grundprinzipien der Programmierung und des Softwareentwurfs.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1359,Fundamentals of Computer Science,4,Die Studierenden beherrschen grundlegende Programmiertechniken und haben Basiswissen über Datenstrukturen und Algorithmen.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1359,Fundamentals of Computer Science,5,Die Studierenden können elementare Algorithmen erklären und für einfache Probleme selbst entwickeln.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1359,Fundamentals of Computer Science,6,Die Studierenden verfügen über ein fundiertes Grundwissen über die Konzepte einer höheren Programmiersprache.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1359,Fundamentals of Computer Science,7,"Die Studierenden können Programmcode analysieren, Fehler identifizieren und korrigieren.",,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1359,Fundamentals of Computer Science,8,Die Studierenden können Programme in einer höheren Programmiersprache selbstständig entwerfen und implementieren.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1359,Fundamentals of Computer Science,9,Die Studierenden können einfache Programmieraufgaben mithilfe der Programmiersprache lösen.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1196,Betriebswirtschaftliche Funktionen,1,Die Studierenden verstehen die betriebswirtschaftlichen Teilfunktionen aus realisations- und managementorientierter Sicht und können diese zueinander in Beziehung setzen.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1196,Betriebswirtschaftliche Funktionen,2,Die Studierenden lernen funktionsbezogene Handlungsweisen kennen und können entsprechende Entscheidungssituationen in Unternehmen analysieren und zielgerichtet gestalten.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1196,Betriebswirtschaftliche Funktionen,3,"Die Studierenden wenden verschiedene Instrumente und Vorgehensweisen zur Gestaltung von Prozessen des Supply Managements, der Produktion und des Vertriebs/Marketings in exemplarischen Entscheidungssituationen an.",,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1196,Betriebswirtschaftliche Funktionen,4,"Die Studierenden können verschiedene Instrumente der strategischen Planung, der Organisationsgestaltung und Personalführung in unternehmensbezogenen Anwendungskontexten nutzen.",,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1032,Thermische Verfahrenstechnik,1,Die Studierenden verfügen über ein Grundverständnis von Stoff- und Wärmeübergängen.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1032,Thermische Verfahrenstechnik,2,Die Studierenden kennen die verfahrenstechnischen Grundoperationen auf Basis der Grundlagen von Wärme- und Stoffübergang und können diese anwenden.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1032,Thermische Verfahrenstechnik,3,Die Studierenden beherrschen die Bilanzierungen bzgl.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1032,Thermische Verfahrenstechnik,4,Masse und Energie.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1032,Thermische Verfahrenstechnik,5,"Die Studierenden sind in der Lage, einfache Apparate wie Destillations- und Rektifikationskolonnen, Sorptionsapparate, Trockner und Kristallisatoren zu berechnen und auszulegen.",,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1032,Thermische Verfahrenstechnik,6,Die Studierenden verstehen prinzipielle Zusammenhänge der Betriebsparameter bei thermischen Verfahren.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1242,Thermal Process Engineering,1,Die Studierenden verfügen über ein Grundverständnis von Stoff- und Wärmeübergängen.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1242,Thermal Process Engineering,2,Die Studierenden kennen die verfahrenstechnischen Grundoperationen auf Basis der Grundlagen von Wärme- und Stoffübergang und können diese anwenden.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1242,Thermal Process Engineering,3,Die Studierenden beherrschen die Bilanzierungen bzgl.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1242,Thermal Process Engineering,4,Masse und Energie.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1242,Thermal Process Engineering,5,"Die Studierenden sind in der Lage, einfache Apparate wie Destillations- und Rektifikationskolonnen, Sorptionsapparate, Trockner und Kristallisatoren zu berechnen und auszulegen.",,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1242,Thermal Process Engineering,6,Die Studierenden verstehen prinzipielle Zusammenhänge der Betriebsparameter bei thermischen Verfahren.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1312,Bioinformatik,1,Die Studierenden kennen gängige Software zur Verarbeitung von Sequenzdaten und können diese anwenden,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1312,Bioinformatik,2,Die Studierenden können einfache Pipelines zur Verarbeitung von Sequenzdaten erstellen und bewerten,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1312,Bioinformatik,3,Die Studierenden kennen die verschiedenen Datenformate und biowissenschaftlichen Datenbanken,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1312,Bioinformatik,4,Die Studierenden können Analyseergebnisse kritisch einordnen und interpretieren,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1313,Bioinformatics,1,Die Studierenden kennen gängige Software zur Verarbeitung von Sequenzdaten und können diese anwenden,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1313,Bioinformatics,2,Die Studierenden können einfache Pipelines zur Verarbeitung von Sequenzdaten erstellen und bewerten,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1313,Bioinformatics,3,Die Studierenden kennen die verschiedenen Datenformate und biowissenschaftlichen Datenbanken,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1313,Bioinformatics,4,Die Studierenden können Analyseergebnisse kritisch einordnen und interpretieren,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1379,Bioverfahrenstechnik,1,"Die Studierenden sind in der Lage, biotechnologische Reaktoren für verschiedene Anwendungen zu wählen und anhand ihrer Vor- und Nachteile zielgerichtet einzusetzen.",,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1379,Bioverfahrenstechnik,2,Die Studierenden verstehen das Vorgehen beim Hochskalieren von Bioreaktoren.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1379,Bioverfahrenstechnik,3,Die Studierenden kennen grundlegende Elemente der Steuerung und Apparatetechnik einer biotechnologischen Produktionslinie.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1380,Bioprocess Engineering,1,"Die Studierenden sind in der Lage, biotechnologische Reaktoren für verschiedene Anwendungen zu wählen und anhand ihrer Vor- und Nachteile zielgerichtet einzusetzen.",,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1380,Bioprocess Engineering,2,Die Studierenden verstehen das Vorgehen beim Hochskalieren von Bioreaktoren.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1380,Bioprocess Engineering,3,Die Studierenden kennen grundlegende Elemente der Steuerung und Apparatetechnik einer biotechnologischen Produktionslinie.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1074,Mechanische Verfahrenstechnik,1,Die Studierenden verstehen grundsätzlich die Denk- und Vorgehensweise bei Aufgaben und Problemstellungen in der mechanischen Verfahrenstechnik.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1074,Mechanische Verfahrenstechnik,2,"Die Studierenden sind in der Lage, einfache Problemstellungen zu analysieren und notwendige Berechnungen selbst durchzuführen.",,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1074,Mechanische Verfahrenstechnik,3,Die Studierenden können ihr Wissen bei praktischen Fragestellungen anwenden.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1074,Mechanische Verfahrenstechnik,4,"Die Studierenden verstehen es, Arbeitsaufgaben selbstständig im Team zu organisieren, zu erarbeiten und durchzuführen.",,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1246,Particle Technology and Fluid Mechanics,1,Die Studierenden verstehen grundsätzlich die Denk- und Vorgehensweise bei Aufgaben und Problemstellungen in der mechanischen Verfahrenstechnik.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1246,Particle Technology and Fluid Mechanics,2,"Die Studierenden sind in der Lage, einfache Problemstellungen zu analysieren und notwendige Berechnungen selbst durchzuführen.",,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1246,Particle Technology and Fluid Mechanics,3,Die Studierenden können ihr Wissen bei praktischen Fragestellungen anwenden.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1246,Particle Technology and Fluid Mechanics,4,"Die Studierenden verstehen es, Arbeitsaufgaben selbstständig im Team zu organisieren, zu erarbeiten und durchzuführen.",,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1198,Biochemie,1,Die Studierenden erwerben einen Überblick über wesentliche Stoffwechselwege,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1198,Biochemie,2,"Die Studierenden erreichen ein Verständnis für (bio)chemische Reaktionen ausgewählter Komponenten bei der Herstellung, Reifung bzw. Lagerung von Produkten.",,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1198,Biochemie,3,"Die Studierenden sind imstande, die Grundsätze wissenschaftlicher Literaturarbeit anzuwenden.",,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1198,Biochemie,4,Die Studierenden erreichen durch die Arbeit im Labor ein Verständnis für die biochemische Analytik sowie praktische Kompetenz für den späteren Berufsalltag.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1245,Biochemistry,1,Die Studierenden erwerben einen Überblick über wesentliche Stoffwechselwege,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1245,Biochemistry,2,"Die Studierenden erreichen ein Verständnis für (bio)chemische Reaktionen ausgewählter Komponenten bei der Herstellung, Reifung bzw. Lagerung von Produkten.",,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1245,Biochemistry,3,"Die Studierenden sind imstande, die Grundsätze wissenschaftlicher Literaturarbeit anzuwenden.",,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1245,Biochemistry,4,Die Studierenden erreichen durch die Arbeit im Labor ein Verständnis für die biochemische Analytik sowie praktische Kompetenz für den späteren Berufsalltag.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1245,Biochemistry,1,Die Studierenden werden in die Denkweise und die Methoden der Statistik eingeführt.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1245,Biochemistry,2,Die Studierenden lernen die Grundlagen und wichtigen Begriffe der Statistik kennen.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1245,Biochemistry,3,Die Studierenden können verbal dargestellte Sachverhalte interpretieren und durch geeignete mathematische Modelle beschreiben,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1245,Biochemistry,4,"Die Studierenden sind in der Lage, Experimente nach statistischen Aspekten zu planen.",,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1245,Biochemistry,5,Die Studierenden lernen kritisch mit Datenmaterial umzugehen sowie einfache Abschätzungen und statistische Entscheidungsfindungsverfahren durchzuführen.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1245,Biochemistry,6,Die Studierenden lernen anwendungsbezogene Beispiele selbstständig zu bearbeiten.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1245,Biochemistry,7,Die Studierenden können statistische Software einsetzen.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1036,Projekt (Titel),1,"Die Studierenden verfügen über Kenntnisse und Fertigkeiten aus folgenden Gebieten: Projektdefinition, Projektcontrolling, Projektmanagement, interdisziplinäres Arbeiten, Problemlösungsstrategien, Teamarbeit, Gruppendynamik, Präsentation und Moderation, Informationsmanagement.",,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1036,Projekt (Titel),2,"Die Studierenden können Zusammenhänge aus dem gesamten Gebiet der Life Sciences miteinander verknüpfen, interdisziplinär bearbeiten, verstehen, strukturieren und darstellen.",,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1270,Project (title),1,"Die Studierenden verfügen über Kenntnisse und Fertigkeiten aus folgenden Gebieten: Projektdefinition, Projektcontrolling, Projektmanagement, interdisziplinäres Arbeiten, Problemlösungsstrategien, Teamarbeit, Gruppendynamik, Präsentation und Moderation, Informationsmanagement.",,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1270,Project (title),2,"Die Studierenden können Zusammenhänge aus dem gesamten Gebiet der Life Sciences miteinander verknüpfen, interdisziplinär bearbeiten, verstehen, strukturieren und darstellen.",,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1314,Molekularbiologie und Gentechnik,1,"Die Studierenden kennen die grundlegenden Konzepte der Molekularbiologie und Gentechnik, können sie einordnen und gezielt wiedergeben.",,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1314,Molekularbiologie und Gentechnik,2,Die Studierenden kennen klassische und moderne Methoden der Gentechnik und können sie praktisch anwenden.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1314,Molekularbiologie und Gentechnik,3,Die Studierenden können Techniken der Molekularbiologie und Gentechnologie erläutern und deren Ergebnisse interpretieren.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1314,Molekularbiologie und Gentechnik,4,Die Studierenden können die Chancen und Gefahren der Gentechnik differenziert beurteilen.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1315,Molecular biology and genetic engineering,1,"Die Studierenden kennen die grundlegenden Konzepte der Molekularbiologie und Gentechnik, können sie einordnen und gezielt wiedergeben.",,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1315,Molecular biology and genetic engineering,2,Die Studierenden kennen klassische und moderne Methoden der Gentechnik und können sie praktisch anwenden.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1315,Molecular biology and genetic engineering,3,Die Studierenden können Techniken der Molekularbiologie und Gentechnologie erläutern und deren Ergebnisse interpretieren.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1315,Molecular biology and genetic engineering,4,Die Studierenden können die Chancen und Gefahren der Gentechnik differenziert beurteilen.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1037,Haltbarmachung und Verpackung,1,Die Studierenden beherrschen die Mechanismen der Verderbsreaktionen.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1037,Haltbarmachung und Verpackung,2,Die Studierenden können Verfahren zur Haltbarmachung nach Produkterfordernis auswählen.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1037,Haltbarmachung und Verpackung,3,"Die Studierenden sind in der Lage, Haltbarkeitszeiten für verschiedene Lebensmittel beim Einsatz unterschiedlicher Verfahren zur Erhöhung der Haltbarkeit rechnerisch abzuschätzen.",,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1037,Haltbarmachung und Verpackung,4,"Die Studierenden sind in der Lage, Verpackungen allgemein und insbesondere Verpackungen für Lebensmittelindustrie, pharmazeutische Industrie und kosmetische Industrie zu verstehen und in groben rechtlichen und technologischen Grundzügen zu bewerten.",,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1037,Haltbarmachung und Verpackung,5,"Auf Grund der Kenntnisse können sie die Eignung von Verpackungen für spezifische Produkte abschätzen und Verpackungslösungen verstehen, beurteilen und in engerem Rahmen selbst entwickeln.",,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1248,Preservation and Packaging,1,Die Studierenden beherrschen die Mechanismen der Verderbsreaktionen.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1248,Preservation and Packaging,2,Die Studierenden können Verfahren zur Haltbarmachung nach Produkterfordernis auswählen.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1248,Preservation and Packaging,3,"Die Studierenden sind in der Lage, Haltbarkeitszeiten für verschiedene Lebensmittel beim Einsatz unterschiedlicher Verfahren zur Erhöhung der Haltbarkeit rechnerisch abzuschätzen.",,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1248,Preservation and Packaging,4,"Die Studierenden sind in der Lage, Verpackungen allgemein und insbesondere Verpackungen für Lebensmittelindustrie, pharmazeutische Industrie und kosmetische Industrie zu verstehen und in groben rechtlichen und technologischen Grundzügen zu bewerten.",,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1248,Preservation and Packaging,5,"Auf Grund der Kenntnisse können sie die Eignung von Verpackungen für spezifische Produkte abschätzen und Verpackungslösungen verstehen, beurteilen und in engerem Rahmen selbst entwickeln.",,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1316,Recht für Biotechnologie,1,Kennen den rechtlichen Rahmen und wichtigsten Gesetzestexte/Verordnungen für die Biotechnologie,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1316,Recht für Biotechnologie,2,"Die Studierenden können biotechnologische Arbeiten anhand der rechtlichen Rahmenbedingungen bewerten, einschätzen und durchführen.",,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1316,Recht für Biotechnologie,3,Die Studierenden können Gefährdungen für Arbeitnehmer erkennen und durch geeignete Maßnahmen abwenden.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1316,Recht für Biotechnologie,4,Die Studierenden kennen rechtliche Unterschiede bei biotechnologischen Arbeiten mit natürlichen und gentechnisch veränderten Organismen.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1317,Law for Biotechnology,1,Kennen den rechtlichen Rahmen und wichtigsten Gesetzestexte/Verordnungen für die Biotechnologie,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1317,Law for Biotechnology,2,"Die Studierenden können biotechnologische Arbeiten anhand der rechtlichen Rahmenbedingungen bewerten, einschätzen und durchführen.",,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1317,Law for Biotechnology,3,Die Studierenden können Gefährdungen für Arbeitnehmer erkennen und durch geeignete Maßnahmen abwenden.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1317,Law for Biotechnology,4,Die Studierenden kennen rechtliche Unterschiede bei biotechnologischen Arbeiten mit natürlichen und gentechnisch veränderten Organismen.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1318,Analytische Chemie und instrumentelle Analytik,1,Die Studierenden kennen die theoretischen Grundlagen der analytischen Chemie und können den Ablauf einer chemischen Analyse beschreiben.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1318,Analytische Chemie und instrumentelle Analytik,2,Die Studierenden kennen Methoden der instrumentellen Analytik und können den apparativen Aufbau und das Zusammenwirken der Komponenten beschreiben.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1318,Analytische Chemie und instrumentelle Analytik,3,Die Studierenden kennen das Verhalten von Molekülklassen der Biotechnologie und die dazugehörigen Trennverfahren.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1318,Analytische Chemie und instrumentelle Analytik,4,Die Studierenden können eine qualitative Analyse praktisch umsetzen und können Analyseergebnisse einordnet und kritisch interpretieren.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1319,Analytical Chemistry and instrumental analysis,1,Die Studierenden kennen die theoretischen Grundlagen der analytischen Chemie und können den Ablauf einer chemischen Analyse beschreiben.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1319,Analytical Chemistry and instrumental analysis,2,Die Studierenden kennen Methoden der instrumentellen Analytik und können den apparativen Aufbau und das Zusammenwirken der Komponenten beschreiben.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1319,Analytical Chemistry and instrumental analysis,3,Die Studierenden kennen das Verhalten von Molekülklassen der Biotechnologie und die dazugehörigen Trennverfahren.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1319,Analytical Chemistry and instrumental analysis,4,Die Studierenden können eine qualitative Analyse praktisch umsetzen und können Analyseergebnisse einordnet und kritisch interpretieren.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1320,Aktuelle Themen der Biotechnologie,1,Die Studierenden kennen aktuelle Entwicklungen in der Biotechnologie,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1320,Aktuelle Themen der Biotechnologie,2,Die Studierenden verstehen neuste biotechnologischen Verfahren und können diese deuten und kritisch einordnet,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1320,Aktuelle Themen der Biotechnologie,3,Die Studierenden können selbstständig aktuelle wissenschaftliche Texte erarbeiten,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1321,Current Topics in Biotechnology,1,Die Studierenden kennen aktuelle Entwicklungen in der Biotechnologie,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1321,Current Topics in Biotechnology,2,Die Studierenden verstehen neuste biotechnologischen Verfahren und können diese deuten und kritisch einordnet,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1321,Current Topics in Biotechnology,3,Die Studierenden können selbstständig aktuelle wissenschaftliche Texte erarbeiten,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1322,Qualitätsmanagement (IBT),1,Die Studierenden sollen nach einer Einführung in das Thema Qualitätsmanagement vor allem dessen Umsetzung durch die „Good Manufacturing Practice“ (GMP) vermittelt bekommen.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1322,Qualitätsmanagement (IBT),2,"Ziel ist es, initiale Kenntnisse über GMP von der Produktentwicklung über die Produktion bis zur Marktzulassung zu erlangen",,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1322,Qualitätsmanagement (IBT),3,"Die Studierenden werden befähigt, eine Thematik aus dem Gebiet der Qualitätssicherung, der Zulassung bzw. der für die Herstellung von Kosmetika und Medizinprodukten maßgeblichen Regelwerke selbständig zu bearbeiten.",,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1322,Qualitätsmanagement (IBT),4,"Sie werden befähigt, eine strukturierte Quellenrecherche zu betreiben.",,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1322,Qualitätsmanagement (IBT),5,"Gemäß dem regulatorisch vorgegebenen Anspruch, ein Produkt nach dem Stand von Wissenschaft und Technik herzustellen und nach vorgegebenen Qualitätsstandards zu prüfen, erlernen sie den Stand der Wissenschaft und Technik an Hand von Originalarbeiten zu beschreiben. [Wissen, 6]",,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1322,Qualitätsmanagement (IBT),6,"Die Studierenden werden befähigt, Problemstellungen klar herauszuarbeiten, die geeignete Vorgehensweise zur Problembearbeitung auszuwählen und die Auswahl zu begründen, die Daten nach strukturierten, qualitätsgesicherten Prinzipien zu sammeln, zu verdichten und zu analysieren sowie zu diskutieren.",,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1322,Qualitätsmanagement (IBT),7,"Sie erlernen die Erstellung einer Zusammenfassung und die Erarbeitung von Literaturverzeichnissen. [Systemische Fertigkeiten, 6]",,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1322,Qualitätsmanagement (IBT),8,"Die Thematik wird im Team bearbeitet und das erarbeitete Ergebnis präsentiert und diskutiert. [Team-/Führungsfähigkeit, 6]",,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1322,Qualitätsmanagement (IBT),9,"Die Studierenden im Bereich QM für Kosmetik und Medizinprodukte planen und organisieren eigene Arbeitsabläufe selbständig und eigenverantwortlich unter fachlichen und zeitökonomischen Gesichtspunkten. [Eigenständigkeit/Verantwortung, 6]",,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1322,Qualitätsmanagement (IBT),10,Die Studierenden sind in der Lage entsprechende Dokumentationsunterlagen zu beurteilen.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1322,Qualitätsmanagement (IBT),11,sind vertraut mit den theoretischen Grundlagen des Qualitätsmanagements und können die Verbindungen zwischen Qualitätsmanagement und GCP/GMP/GQP/GLP/GVP ziehen.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1322,Qualitätsmanagement (IBT),12,"haben einen Überblick über die Unterschiede der Qualitätsmanagementsysteme in den USA, der EU und können deren Auswirkungen auf eine Produktion in Deutschland einschätzen.",,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1323,Quality Management (IBT),1,Die Studierenden sollen nach einer Einführung in das Thema Qualitätsmanagement vor allem dessen Umsetzung durch die „Good Manufacturing Practice“ (GMP) vermittelt bekommen.,,,,
Industrielle Biotechnologie (B.Sc.),Hochschule Fulda,LT1323,Quality Management (IBT),2,"Ziel ist es, initiale Kenntnisse über GMP von der Produktentwicklung über die Produktion bis zur Marktzulassung zu erlangen",,,,
