studiengang,hochschule,modul_id,modulname,satz_nr,satz,typ,taxonomie,qualitaet,konfidenz,split,val_typ,val_taxonomie,val_qualitaet,val_kommentar
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1183,Energietechnik,5,berechnen das Zustandsverhalten von feuchter Luft z.B. in den Komponenten von Klimaanlagen.,K,3,gut,0.85,train,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1184,Maschinendesign,18,"in einer Gruppe kooperativ arbeiten und ihre eigenen Standpunkte argumentativ zu verteidigen,",K,3;5,akzeptabel,0.80,train,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1184,Innovative Fertigungsprozesse,2,"sollen dabei die Fähigkeit erlangen, die Möglichkeiten neuer Strategien in der Produktion einzuschätzen und umzusetzen,",K,3;5,akzeptabel,0.70,train,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1184,Innovative Fertigungsprozesse,4,Die Studierenden können innovative Verfahren finden und für ihr Unternehmen gewinnbringend einsetzen.,K,3;4,akzeptabel,0.75,test,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,Modulbezeichnung,1281-2,1,"Aufbau und Funktionsweise elektrischer Standardmaschinen darstellen,",K,2,schlecht,0.70,test,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,BWI,Grundlagen der Elektroinstallationstechnik,3,"technischer Richtlinien verstehen und planen,",K,2;6,schlecht,0.60,train,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,BWI,Grundlagen der Elektroinstallationstechnik,5,kennen die relevanten Richtlinien für eine Elektroinstallation.,K,1,akzeptabel,0.85,train,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,BWI,Elektropneumatik in der Automatisierungstechnik,4,"können automatisierte Prozesse energieeffizient gestalten,",K,6,gut,0.80,test,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1285,Rechnernetzwerktechnik Grundlagen,2,"Einfacvhe LAN-Topologien mit Routern und Switchern aufbauen und grundlegend konfigurieren,",K,3,akzeptabel,0.80,train,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1381,Nachhaltiges Wertschöpfungskettenmanagement,2,"die Strategien auf die taktische und operative Ebene der Supply Chain übersetzen,",K,3,akzeptabel,0.80,test,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1381,Nachhaltiges Wertschöpfungskettenmanagement,11,"die Anwendung der vermittelten Methoden und Konzepte auf ausgewählte Fallbeispiele transferieren,",K,3,akzeptabel,0.70,test,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1384,XLab – Lernfabrik,13,andere für eine eigene Sache mobilisieren und die Interessen der Gemeinschaft wahren.,K,5;6,akzeptabel,0.70,test,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1385,Nachhaltiges Ressourcenmanagement /,4,"die Relevanz und wichtige Anwendungsfelder von Ressourcenmanagement für Organisationen (inkl. Unternehmen) erkennen,",K,4,akzeptabel,0.75,train,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1385,Nachhaltiges Ressourcenmanagement /,6,"Maßnahmen zur Einsparung von Ressourcen und Ressourceneffizienzsteigerung planen,",K,6,gut,0.85,train,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1385,Nachhaltiges Ressourcenmanagement /,9,"Methoden und Konzepte des nachhaltigen Ressourcenmanagements praxisorientiert anwenden,",K,3,gut,0.90,train,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1087,Produktinnovation,3,"Methoden, um in den einzelnen Phasen zielgerichtete Entscheidungen vorbereiten zu können,",I,,schlecht,0.70,train,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1087,Produktinnovation,14,"auf Kritik reagieren und diese positiv nutzen, um zukünftig noch bessere Entscheidungen treffen zu können,",K,3;5,akzeptabel,0.60,test,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1089,Logistische Spezialprobleme,1,"Transport- und Zuordnungsprobleme, Lagerhaltungsmodelle sowie die Methoden der Routen- und Tourenplanung in die logistischen Kernfunktionen und das Operations Research einordnen,",K,4,akzeptabel,0.65,test,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1089,Logistische Spezialprobleme,3,Die Studierenden können die Anwendung der vermittelten Methoden an eigens ausgewählten Beispielen demonstrieren.,K,3,gut,0.80,train,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1095,Anwendungsbezogenes Operations Research,3,"spieltheoretische Konzepte erklären, vergleichen und beurteilen,",K,2;5,gut,0.90,train,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1131,Elektrotechnik,1,"Die Studierenden können das Verhalten grundlegender Bauteile und Verfahren der Elektrotechnik erklären,",K,2,gut,0.90,train,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1132,Informatik,8,ihren Lernfortschritt reflektieren.,K,5,akzeptabel,0.80,test,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1183,Energietechnik,7,"in Gruppen kooperativ und effektiv Lösungen für Problemstellungen entwickeln,",K,6,akzeptabel,0.70,test,,,,
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1183,Energietechnik,10,"ihre persönlichen Ressourcen reflektieren und Ziele für die eigene Entwicklung definieren,",K,5;6,akzeptabel,0.75,train,,,,
Soziale Arbeit (B.A.),Universität Kassel,Modul 3,Erziehungswissenschaftliche und psychologische Grundlagen der,1,"Die Studierenden kennen Geschichte, Begriffe und Ansätze pädagogischen Denkens und ihre Relevanz in unterschiedlichen Handlungsfeldern.",K,1,akzeptabel,0.80,train,,,,
Soziale Arbeit (B.A.),Universität Kassel,Modul 6.1,Empirische Zugänge zu Praxisfeldern der Sozialen Arbeit I,1,Die Studierenden verfügen über Kenntnisse in einer breiten Spanne unterschiedlicher empirischer Forschungsansätze und den dazugehörenden qualitativen sowie quantitativen Forschungsmethoden und -methodologien.,K,1,akzeptabel,0.80,test,,,,
Soziale Arbeit (B.A.),Universität Kassel,Modul 7.2a,"Professionalität, Handlungskonzepte und -methoden der Sozialen Arbeit II: Vertiefung der Grundlagen",1,Auf Modul 7.1 aufbauend haben die Studierenden in den unterschiedlichen Seminaren breite handlungsmethodische Grundlagen über diverse Kontexte und Settings der Sozialen Arbeit erworben.,K,1,akzeptabel,0.65,train,,,,
Soziale Arbeit (B.A.),Universität Kassel,Modul 8,Arbeitsfelder der Sozialen Arbeit,2,Option A: Schwerpunkt „Konzeptionelle Grundlagen sozialer Interventionen“ in den Feldern Sozialer Arbeit,S,,schlecht,0.95,train,,,,
Soziale Arbeit (B.A.),Universität Kassel,Modul BPS,Berufspraktische Studien,1,orientieren sich am Qualifikationsrahmen Soziale Arbeit des Fachbereichstages und an den Qualifikationszielen der Bundesarbeitsgemeinschaft der Praxisämter /-referate an Hochschulen für Soziale Arbeit in der Bundesrepublik Deutschland (BAG).,S,,schlecht,0.80,train,,,,
Informatik (B.Sc.),TU Darmstadt,"Automaten, form","Automaten, formale Sprachen und Entscheidbarkeit",1,"Die Studierenden lernen elementare Techniken und Methoden der diskreten Mathematik im Umfeld von formalen Sprachen und Automaten kennen und anzuwenden; sie lernen, endliche Automaten als Beispiel eines fundamentalen Berechnungsmodells operational und semantisch zu interpretieren und zu analysieren.",K,2;3;4,akzeptabel,0.75,train,,,,
Informatik (B.Sc.),TU Darmstadt,"Automaten, form","Automaten, formale Sprachen und Entscheidbarkeit",2,"Sie verfügen über die notwendigen Grundkenntnisse, Grammatiken und formale Sprachen im Rahmen der Chomsky-Hierarchie und zugehöriger Berechnungsmodelle einzuordnen und zu analysieren.",K,4,akzeptabel,0.80,test,,,,
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Formale Methoden im Softwareentwurf,2,Modellprüfung gegen in temporaler Aussagenlogik spezifierte Eigenschaften 2.,I,,schlecht,0.70,train,,,,
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Foundations of Language Technology,6,deren Möglichkeiten und Grenzen kritisch beurteilen.,K,5,gut,0.90,train,,,,
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Lernende Roboter,2,"Sie können maschinelle Lernverfahren anwenden um einen Roboter zu befähigen, neue Aufgaben zu erlernen.",K,3,gut,0.90,test,,,,
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Tiefe Generative Modelle,3,wissenschaftliche Veröffentlichungen zum Thema DGMs kritisch hinterfragen und damit fachlich beurteilen,K,5,gut,0.90,train,,,,
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Ethik in Natürlicher Sprachverarbeitung,1,"Nachdem Studierende die Veranstaltung abgeschlossen haben, können sie",S,,akzeptabel,0.80,train,,,,
Informatik (B.Sc.),TU Darmstadt,Bioinformatik (,Bioinformatik (Vorlesung und Übung),1,"Die Studenten erwerben Grundlagenwissen in der sequenz-basierten Bioinformatik (Sequence Alignment, Scoring Schemes, Datenbanken, Pattern Recognition) und der Strukturmodellierung und Simulation (Structure Prediction, Molecular Dynamics).",K,1,akzeptabel,0.70,train,,,,
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Public Key Infrastrukturen,3,"die Grundlagen von Public Key Infrastrukturen, insbesondere die verschiedenen Komponenten (bspw. private Schlüssel, Zertifikate, Policies), Akteure (bspw.",S,,schlecht,0.80,train,,,,
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Einführung in die Kryptographie,1,"Verstehen der mathematischen Grundlagen der Kryptographie wie z.B. Berechnungen in Kongruenz- und Restklassenringen, Faktorisierung großer Zahlen, Wahrscheinlichkeit und Perfekte Sicherheit",K,2,akzeptabel,0.75,train,,,,
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Einführung in die Kryptographie,2,Verstehen der Prinzipien von Public und Secret-Key-Verschlüsselung und der relevanten Verfahren einschließlich ihrer Sicherheit und Effizienz,K,2,akzeptabel,0.75,test,,,,
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Sicherheit in Multimedia Systemen und Anwendungen,2,"Dazu gehören die Konzepte der Medien-Integrität, -Vertraulichkeit und -Authentizität.",I,,akzeptabel,0.80,train,,,,
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Physical Layer Security in Drahtlosen Systemen,5,Sie können sich aktuelle Arbeiten zum Stand der Forschung zu Physical Layer Security selbstständig aneignen und das erarbeitete Wissen verständlich vermitteln.,K,2;3,akzeptabel,0.75,train,,,,
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Advanced Data Management Systems,2,Die Studierenden können Vor- und Nachteile dieser Techniken mit dem Fokus auf möglichen Verbesserungen diskutieren.,K,5,gut,0.85,train,,,,
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Advanced Data Management Systems,3,Sie können einzelne Techniken implementieren und experimentelle Evaluierungen dieser Techniken zum Vergleich von Designalternativen durchführen.,K,3;5,gut,0.85,train,,,,
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Graphische Datenverarbeitung II,2,"Dazu gehören mathematisch polynomiale Repräsentationen, Iso-oberflächen, volumen Darstellungen, implizite Oberflächen, Polygonnetze, Subdivision-Kontrollnetze und Punktwolken.",I,,schlecht,0.90,train,,,,
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Programmierung Massiv-Paralleler Prozessoren,2,Sie können selbständig neue Anwendungen entwickeln und ihre Performanz systematisch verbessern.,K,5;6,gut,0.80,train,,,,
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,TK2: Human Computer Interaction,5,Evaluationstechniken kennen gelernt und angewandt,K,1;3,schlecht,0.60,train,,,,
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Effiziente Graphenalgorithmen,5,"beherrschen sie Methoden, um spezielle Eigenschaften (Planarität, Dünnbesetztheit) auszunutzen",K,3,akzeptabel,0.80,test,,,,
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Statische und dynamische Programmanalyse,4,Sie können Programmanalysen bezüglich ihrer Präzision und Korrektheit beurteilen.,K,5,gut,0.90,train,,,,
Informatik (B.Sc.),TU Darmstadt,Einführung in d,Einführung in das Quantencomputing,1,Nach Abschluss des Kurses sind die Studierenden mit allen grundlegenden Konzepten der Quanteninformationsverarbeitung und -berechnung vertraut und können diese mit der Quantenprogrammiersprache Qiskit programmieren.,K,3,akzeptabel,0.75,train,,,,
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Fortgeschrittenes Praktikum Visual Computing,1,"Nach dem erfolgreichen Abschluss des Praktikums sind die Studierenden dazu in der Lage, selbständig ein fortgeschrittenes Problem aus dem Bereich des Visual Computings zu analysieren, zu lösen und die Ergebnisse zu bewerten.",K,4;5;6,gut,0.85,train,,,,
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Advanced User Interfaces,1,"Studierende haben einen Einblick in die Prinzipien und Methoden zum Entwurf und zur Entwicklung multimedialer, kollaborativer und adaptiver Benutzungsschnittstellen anhand einer praktischen Anwendung unter Berücksichtigung verschiedener Kontextbedingungen bekommen.",K,2,akzeptabel,0.70,train,,,,
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Praktikum System and IoT Security,2,Außerdem erwerben sie generelle Erfahrung in Systemprogrammierung.,K,1,akzeptabel,0.60,train,,,,
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Projektpraktikum Programmierung Massiv Paralleler Systeme,2,"Hierzu können sie aktuelle Techniken analysieren, modifizieren und anwenden.",K,3;4,gut,0.85,test,,,,
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Praktikum: Formale Spezifikation und Verifikation in Isabelle/HOL,2,Sie können in Isabelle/HOL sowohl eigenständig als auch im Team formale Modelle von Systemen und Eigenschaften konstruieren und Aussagen beweisen.,K,3;6,gut,0.80,train,,,,
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Softwareprojekt Datenanalyse für natürliche Sprache,1,"Nachdem Studierende die Veranstaltung besucht haben, können sie",S,,schlecht,0.90,train,,,,
Informatik (B.Sc.),TU Darmstadt,1.1.3. Hardware,1.1.3. Hardware-Entwurf für die Videoverarbeitung,3,Sie können die entstehenden Systeme evaluieren und aus den beobachteten Charakteristika Rückschlüsse für die weitere Entwicklung ziehen.,K,4;5,gut,0.85,train,,,,
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Distributed Systems Programming: Praktikum,2,"Je nach ausgewähltem Thema erlernen Studierende folgende Kompetenzen: Entwurf komplexer DS Methodische Analyse und Auswertung von:  Modellen      Experimenten Software Entwurf von Programmiersprachen Schreiben von technischen Dokumenten oder Projektberichten Erstellen und vortragen eines Abschlussvortrages Voraussetzung für die Teilnahme Empfohlen: Interesse am Erarbeiten von Lösungsvorschlägen für herausfordernde Probleme im Bereich DS, eigenverantwortliches Arbeiten und ein großes Interesse an aktuellen Forschungsthemen.",K,3;4;6,schlecht,0.50,train,,,,
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Agile Software Engineering Projekt,4,"Training von ""Soft Skills""; insbesondere Teamarbeit und Präsentationsfähigkeiten",I,,schlecht,0.60,train,,,,
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Cybersecurity Lab,1,"Am Ende des Kurses werden die Studierenden gute Kenntnisse in Netzwerksicherheit, und speziell auf den Gebieten der durch sie bearbeitenden Projekte, erlangen.",K,1,akzeptabel,0.60,train,,,,
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,"Praktikum Friedens-, Sicherheits- und Kriseninformatik",1,Die Fähigkeit eine praktische Aufgabe ggf. im Team erfolgreich nach Vorgabe zu bearbeiten und deren Ergebnisse angemessen zu präsentieren.,K,3,akzeptabel,0.70,train,,,,
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Projektpraktikum Friedens- und Kriseninformatik,1,Die Fähigkeit eine praktische Aufgabe ggf. im Team erfolgreich nach Vorgabe zu bearbeiten und deren Ergebnisse angemessen zu präsentieren.,K,3,akzeptabel,0.70,test,,,,
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Projektpraktikum Friedens- und Kriseninformatik,5,Evaluation und Weiterentwicklung bestehender Anwendungen,I,,akzeptabel,0.80,test,,,,
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Projektpraktikum Algorithmik,2,"Die Studierenden können hierzu eigenständig ein Projekt definieren, verwalten und durchführen.",K,6,gut,0.80,train,,,,
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Data Management - Praktikum,1,Nach Beendigung der Veranstaltung haben Studierende folgende Lernziele erreicht:,S,,schlecht,0.95,train,,,,
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Praktikum Security Engineering,1,Ziel dieses Praktikums ist die Ausweitung von Programmierkentnissen sowie die Partizipation in Forschungsprojekten.,S,,akzeptabel,0.60,test,,,,
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Praktikum Seitenkanalanalyse,2,"das Ausmaß der Gefahr durch Seitenkanalschwachstellen einschätzen können,",K,5,akzeptabel,0.80,train,,,,
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Praktikum Seitenkanalanalyse,4,"fähig sein, Seitenkanalangriffe gegen kryptographische Implementierungen auszuführen, um geheime Informationen zu extrahieren und",K,3,akzeptabel,0.80,train,,,,
Informatik (B.Sc.),TU Darmstadt,Forschungsmetho,Forschungsmethodik in der Kryptographie,2,Verfassen von wissenschaftlichen Arbeiten in der Kryptographie,I,,akzeptabel,0.70,train,,,,
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Algorithmen zum Graphendesign,3,können sie ästhetischer Fragestellungen als Probleme algorithmischer Natur modellieren,K,3,gut,0.85,train,,,,
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Grundlagen der Computersicherheit,1,Nach erfolgreicher Teilnahme an diesem Seminar werden die Studierenden fähig sein aktuelle Entwicklungen in den Grundlagen der Computersicherheit mit Bezug zu formalen Methoden zu diskutieren.,K,2,akzeptabel,0.80,train,,,,
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Seitenkanalresistente Kryptographie,5,Sicherheitsmodelle in der Leakage Resilient Kryptographie und formale Sicherheitsanalysen von Gegenmaßnahmen für Seitenkanalangriffe,I,,akzeptabel,0.85,train,,,,
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Aktuelle Themen aus dem Bereich Concurrency Theory,1,Nach erfolgreicher Teilnahme haben Studierende eine Vorstellung von den aktuell bearbeiteten Themen im Bereich Concurrency Theory.,K,2,akzeptabel,0.70,train,,,,
Informatik (B.Sc.),TU Darmstadt,Humanoide Robot,Humanoide Robotik,1,Am Ende dieses Kurses verstehen die Studierenden aktuelle Forschungsthemen der humanoiden Robotik und können:,K,2,akzeptabel,0.80,test,,,,
Informatik (B.Sc.),TU Darmstadt,Humanoide Robot,Humanoide Robotik,2,sich anhand von wissenschaftlichen Publikationen selbstständig in ein Themengebiet einarbeiten und,K,3,gut,0.80,test,,,,
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Praktikum in der Lehre - Software Engineering,1,"Nachdem Studierende die Veranstaltung besucht haben, können Sie",S,,schlecht,0.90,train,,,,
Informatik (B.Sc.),TU Darmstadt,Arbeitsaufwand,Praktikum in der Lehre - Einführung in die Kryptographie,2,Lehrinhalte in Übungen zu präsentieren und zu erklären,K,2;3,akzeptabel,0.80,train,,,,
Informatik (B.Sc.),TU Darmstadt,Praktikum in de,Praktikum in der Lehre - Technische Informatik,3,"Sie können Studierende in direktem persönlichen Kontakt, aber auch über elektronische Kommunikationsmedien anleiten und betreuen.",K,3,gut,0.85,train,,,,
